class,error_reporting,stripslashes,htmlspecialchars,explode,str_replace,sprintf,list,empty,base64_decode,fclose,date,urlencode,substr,strpos,fopen,readdir,unlink,fwrite,isset,unset,basename,closedir,strtolower,opendir,array_merge,strlen,function_exists,fread,ob_start,time,eval,filesize,dirname,md5,implode,preg_replace,array_keys,array_map,is_array,in_array,do_action,apply_filters,is_wp_error,current_user_can,esc_attr
benign,0.0,0.0,0.0,0.0,0.023438582502733757,0.2543185016242482,0.027488061146679007,0.10787792618849253,0.0,0.0,0.0,0.11039835241872387,0.0,0.0,0.0,0.0,0.0,0.0,0.0926117175507082,0.02500192971780912,0.0,0.0,0.0,0.0,0.03320316417280268,0.009583086915378326,0.0,0.0,0.0,0.013472353075130427,0.0,0.0,0.0,0.01253482021408185,0.018439453486284004,0.0,0.013010917816851392,0.0,0.0,0.1306609726436493,0.04156815963962739,0.09907728019097001,0.0,0.30236867261346906,0.3662419325842142
malware,0.014525171910631825,0.05728713461112766,0.12844600623653593,0.01068626555824951,0.0,0.0,0.016451188110512438,0.0,0.016451188110512438,0.025083058347507684,0.103762839349903,0.2147331589659648,0.06374653377498975,0.0,0.030228793837061892,0.0,0.017002395339924772,0.0,0.014780455932335247,0.2094858656658855,0.6067196479165843,0.0,0.05979640441974077,0.0,0.0,0.0,0.0,0.016385023868324904,0.0,0.0,0.0,0.0,0.0,0.0,0.08828586820705675,0.015398166331674134,0.06229469742613697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benign,0.0,0.0,0.0,0.0,0.0,0.4464702584070134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4855722751388121,0.0,0.0,0.0,0.0,0.0,0.0,0.5218070090057754,0.0,0.0,0.0
benign,0.0,0.0,0.0,0.0,0.0,0.0908075101844773,0.0,0.09629780981797638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11573848543625227,0.0,0.0,0.0,0.033445446539855005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06890026968749104,0.0,0.0,0.02887709477805664,0.1166352185180598,0.4823785305073145,0.21226047823963742,0.21647102907158725,0.03680604797606172,0.26405709089839696
malware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639897119918809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benign,0.18260216116222863,0.0900226401032006,0.0,0.06717081208042548,0.2939123837644391,0.0,0.0,0.16233059369316016,0.0,0.0,0.0,0.0,0.0,0.08638119419882737,0.0,0.0,0.0,0.0,0.09290572300325012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10136341837479083,0.0,0.0,0.10136341837479083,0.0,0.06936746787697316,0.09678847408480884,0.0,0.0,0.08113088532882579,0.08192235586387533,0.0,0.0,0.0,0.0,0.0
malware,0.0,0.17186140383338297,0.0,0.0,0.33666327594835754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19351198053369162,0.0,0.0,0.0,0.0,1.0201437203954862,0.15488623562775833,0.0,0.0,0.0,0.0,0.0,0.0
malware,0.0,0.0,0.9419373790679303,0.0,0.6172160059053222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
malware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639897119918809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
malware,0.013995056147470078,0.013799090818738778,0.09625637450329215,0.07207379106439814,0.09010452640953609,0.0,0.0,0.0,0.04755233935593376,0.20542475522557388,0.06665058294008368,0.0,0.04094667862919049,0.0,0.23300442548859385,0.07618517202106205,0.06552747985022102,0.16558908982486537,0.007120511617037418,0.0,0.013285831706202575,0.06552747985022102,0.0,0.04914560988766577,0.0,0.13262432694567378,0.0,0.09472218177892937,0.0,0.0,0.011970051970210284,0.04698353308432951,0.0,0.014456216013320674,0.08506375622869701,0.0,0.0,0.08190934981277627,0.012436121108798114,0.0,0.0,0.0,0.0,0.0,0.0
benign,0.0,0.0,0.0,0.0,0.0,0.5952936778760178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7771999910078257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17393566966859178,0.0,0.0,0.0
benign,0.0,0.0,0.0,0.0,0.0,0.2232351292035067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3251700305113754,0.4389227661570934,0.0,0.0,0.0,0.0,0.29144999662793464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22726283117042426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39020403661365055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31308420540346527,0.42572635717412155,0.0,0.0
benign,0.0,0.0,0.0,0.0,0.2057386686351074,0.0,0.0,0.2840785389630303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14572499831396732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17738598215588397,0.0,0.0,0.0,0.0,0.0,0.0,0.2867282455235637,0.5473141019217607,0.0,0.0,0.0,0.0
malware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22726283117042426,0.43431136611752835,0.3310963701871015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32797942398376184,0.0,0.0,0.3961003187649865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
malware,0.0,0.0,0.0,0.1763233817111169,0.0,0.0,0.2714446038234552,0.0,0.0,0.0,0.0,0.0,0.1753029678812218,0.0,0.0,0.2609342141721375,0.28053952310875874,0.0,0.0,0.0,0.0,0.28053952310875874,0.0,0.28053952310875874,0.0,0.0,0.0,0.2703528938273609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1033012868956474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17736547118802296,0.23941241790386916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18004559943863022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5692440098244822,0.0,0.19741425732614923,0.0
malware,0.9586613461017004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8199485599594045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benign,0.0,0.0,0.0,0.0,0.2468864023621289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19510201830682528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9392526162103956,0.0,0.0,0.0
benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3787713852840404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4389227661570934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5218070090057754,0.0,0.0,0.0
benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
malware,0.013995056147470078,0.013799090818738778,0.09625637450329215,0.07207379106439814,0.09010452640953609,0.0,0.0,0.0,0.04755233935593376,0.20542475522557388,0.06665058294008368,0.0,0.04094667862919049,0.0,0.23300442548859385,0.07618517202106205,0.06552747985022102,0.16558908982486537,0.007120511617037418,0.0,0.013285831706202575,0.06552747985022102,0.0,0.04914560988766577,0.0,0.13262432694567378,0.0,0.09472218177892937,0.0,0.0,0.011970051970210284,0.04698353308432951,0.0,0.014456216013320674,0.08506375622869701,0.0,0.0,0.08190934981277627,0.012436121108798114,0.0,0.0,0.0,0.0,0.0,0.0
malware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
malware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1715568305876416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benign,0.0,0.0,0.0,0.0,0.0,0.03826887929202972,0.0,0.12986447495452813,0.0,0.0,0.0,0.0,0.040069249801422124,0.20731486607718566,0.0,0.0,0.0,0.0,0.05574343380195007,0.0,0.0,0.0,0.0,0.0,0.0499628565647888,0.0,0.05700286837845957,0.0,0.0,0.121636102049749,0.0,0.0,0.0,0.0,0.0832409614523678,0.0,0.0,0.0,0.048678531197295476,0.0491534135183252,0.06255018307677264,0.26835789034582735,0.486544408198996,0.0,0.0
benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benign,0.0,0.0,0.0,0.0,0.22444218396557172,0.0,0.0,0.1033012868956474,0.0,0.0,0.0,0.0,0.254986135099959,0.1649095525613977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26485760462117025,0.18477799598008962,0.0,0.20402874407909727,0.0,0.15639722483103474,0.0,0.0,0.0,0.0,0.0
malware,0.0,0.0,0.0,0.0,1.2344320118106444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7101963474075758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12193876144176578,0.0,0.0,0.0,0.0,0.0,0.1092937487354755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09104480158852728,0.0,0.0,0.0,0.0,0.10752309207133638,0.0,0.0,0.0,0.0,0.13910150324111983
malware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
malware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
malware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48775504576706313,0.6583841492356401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13935858450487518,0.0,0.0,0.0,0.0,0.0,0.49962856564788793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20810240363091947,0.8710962667632796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
malware,0.3195537820339001,0.0,0.0,0.0,0.6172160059053222,0.0,0.0,0.0,0.3619261384312736,0.0,0.0,0.0,0.23373729050829573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
malware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639897119918809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
malware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14203926948151516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36581628432529734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26607897323382596,0.5428892076469104,0.27820300648223967
benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26736803667108733,0.0,0.0,0.0,0.0,0.0,0.10670618106913969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1173588466615344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24185000177206117,0.0,0.0,0.10119820430243424,0.12877978868747308,0.09208358982454859,0.6260681723148847,0.12773863709339067,0.0
malware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9805015938249324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benign,0.0,0.0,0.0,0.0,0.0,0.5357643100884161,0.0,0.11363141558521213,0.0,0.0,0.0,0.0,0.046747458101659145,0.12093367187835831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13300669288307232,0.0,0.0,0.0,0.0,0.0,0.14190878572470716,0.0,0.04855722751388122,0.0,0.06852416716875066,0.074810539495669,0.0,0.05734564910471274,0.0,0.20872280360231013,0.0,0.0,0.0
malware,0.0,0.0,0.0,1.410587053688935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
malware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1715568305876416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benign,0.0,0.0,0.0,0.0,0.0,0.10303159809392617,0.0,0.0,0.0,0.0,0.0,0.16772057386690742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33680867810569887,0.12041700207825586,0.0,0.16704283312212628,1.198412951000417
benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7804080732273011,0.26335365969425606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benign,0.0,0.0,0.19623695397248547,0.029387230285186146,0.0,0.0,0.0904815346078184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30484690360441447,0.02743267288481834,0.0,0.0,0.0,0.0,0.0,0.09463298328936097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12378134961405828,0.09104480158852728,0.08468991482420773,0.21413802240234583,0.04675658718479312,0.0,0.14336412276178184,0.0,0.09783881418858288,0.0,0.0,0.0
malware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16554818509355074,0.6848347397093598,0.0,0.0,0.0,0.399020078649217,0.0,0.0,0.1890475442167213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21628231506188872,0.0,0.0,0.0,0.0,0.0,0.19805015938249326,0.14567168254164364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
malware,0.03423790521791787,0.0,0.2691249654479801,0.0,0.22043428782332936,0.0,0.0,0.0,0.0,0.08868652772868788,0.0,0.0,0.0,0.03239294782456026,0.0,0.03727631631030536,0.0,0.033758490038700226,0.348396461262188,0.0,0.09750851484373677,0.0,0.0,0.0,0.0,0.13518997612765854,0.0,0.0,0.07818772884596581,0.0,0.0,0.03831395257472109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
