@relation c_dataset_100

@attribute class {benign,malware}
@attribute error_reporting numeric
@attribute stripslashes numeric
@attribute htmlspecialchars numeric
@attribute explode numeric
@attribute str_replace numeric
@attribute sprintf numeric
@attribute list numeric
@attribute empty numeric
@attribute base64_decode numeric
@attribute fclose numeric
@attribute date numeric
@attribute urlencode numeric
@attribute substr numeric
@attribute strpos numeric
@attribute fopen numeric
@attribute readdir numeric
@attribute unlink numeric
@attribute fwrite numeric
@attribute isset numeric
@attribute unset numeric
@attribute basename numeric
@attribute closedir numeric
@attribute strtolower numeric
@attribute opendir numeric
@attribute array_merge numeric
@attribute strlen numeric
@attribute function_exists numeric
@attribute fread numeric
@attribute ob_start numeric
@attribute time numeric
@attribute eval numeric
@attribute filesize numeric
@attribute dirname numeric
@attribute md5 numeric
@attribute implode numeric
@attribute preg_replace numeric
@attribute array_keys numeric
@attribute array_map numeric
@attribute is_array numeric
@attribute in_array numeric
@attribute do_action numeric
@attribute apply_filters numeric
@attribute is_wp_error numeric
@attribute current_user_can numeric
@attribute esc_attr numeric

@data
benign,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malware,1,1,47,15,18,0,0,0,0,24,11,0,32,1,16,3,6,10,4,0,5,1,7,3,1,11,2,6,2,5,0,1,3,2,5,0,0,0,0,1,0,0,0,0,0
benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malware,0,0,0,4,9,0,0,0,0,3,0,0,3,0,0,3,0,1,0,7,2,0,0,3,0,12,0,10,2,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0
benign,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
malware,0,1,6,4,18,3,0,0,0,1,0,0,1,1,0,1,0,2,26,10,1,0,1,1,0,0,0,0,1,1,1,1,1,3,5,0,0,1,2,0,0,0,0,0,0
malware,0,3,38,8,10,0,0,1,1,0,1,1,9,1,1,0,0,0,15,6,0,0,3,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,3,0,20,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,2,0,0,0,1,2,0,1,0,3,3,1,2,1,0,0
malware,1,1,5,6,18,1,0,0,3,4,0,0,1,0,0,3,0,5,4,5,3,3,1,3,0,1,2,0,1,1,1,3,1,3,6,1,0,0,1,3,0,0,0,0,0
benign,0,0,0,1,1,0,0,6,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,4,0,14,4,43,0,0,0,0,6,3,0,4,0,0,59,12,1,4,1,0,4,0,0,0,4,1,0,1,9,1,2,1,4,2,5,2,10,1,5,10,1
malware,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malware,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malware,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malware,2,2,3,6,2,0,0,7,0,3,0,7,14,0,3,10,1,3,2,1,1,2,0,10,0,12,1,2,1,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,2,2,0,4,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0
malware,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malware,1,1,5,6,32,1,0,0,3,8,0,4,0,0,10,1,4,3,4,2,0,0,1,0,1,3,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malware,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malware,1,1,2,1,1,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,10,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,3,0,0,0
benign,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
benign,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malware,1,1,1,5,2,0,0,2,0,0,0,17,3,0,1,0,0,0,4,1,1,0,0,0,0,0,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
malware,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,1,0,2,0,2,0,0,1,0,2,0,0,1,6,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0
benign,0,0,0,0,0,18,3,21,0,0,0,0,0,0,0,0,0,0,20,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,5,0,1,0,4,9,0,8,0,0,16
benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
malware,1,1,45,4,4,7,2,2,0,3,7,16,6,0,0,2,2,4,2,2,1,1,2,2,4,10,3,1,9,2,4,0,0,8,12,1,0,2,3,0,0,0,0,0,0
malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malware,1,1,1,0,1,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,1,1,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,11,0,8,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,0,0,6,0,0,0,0,2,2,0,0,0,0,10,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,3,0,2,0
benign,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0
benign,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10
benign,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0
malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
benign,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,2,0,0,0
benign,0,0,0,0,5,16,1,38,0,0,0,1,0,2,0,0,0,0,19,3,2,0,1,0,3,2,1,0,0,1,0,0,2,0,8,1,3,0,7,5,6,23,0,0,7
benign,0,0,0,1,1,12,0,12,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4,3,1,6,0
benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
malware,0,0,0,2,5,0,0,0,1,2,0,0,4,0,1,0,0,1,0,9,0,0,0,0,0,6,0,1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
malware,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
benign,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,1,0,4,0,3,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0
malware,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0
malware,0,2,2,9,4,0,0,0,0,2,1,0,2,0,3,2,1,1,1,0,3,0,0,2,0,1,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0
malware,2,2,2,34,11,2,0,1,1,8,0,0,15,0,8,2,17,5,18,0,23,3,23,2,4,3,3,2,6,1,6,0,1,2,3,5,0,6,2,0,0,0,0,0,0
benign,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,2,1,3,2,14,0,0,0,0,1,2,0,0,0,0,9,3,0,0,2,0,3,1,0,0,0,0,0,0,0,0,6,0,2,1,2,1,0,2,4,0,0
benign,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
benign,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
benign,0,0,0,8,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,10,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0
benign,0,0,0,8,1,2,0,7,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,0,0
benign,0,0,0,0,9,0,1,16,0,0,0,2,1,1,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,8,2,0,3
benign,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,1,10,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,4
benign,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,0,0,4,1
benign,0,0,0,4,2,0,2,19,0,0,0,0,4,5,0,0,0,0,10,0,1,0,1,0,0,1,2,0,0,0,0,0,1,0,1,3,0,0,3,3,5,12,2,0,0
benign,0,0,0,0,0,5,0,6,0,0,0,0,0,3,0,0,0,0,7,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,2,0,4,0,0,8
malware,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,2,1,40,1,34,0,0,0,0,0,3,0,0,0,0,9,2,0,0,0,0,0,1,0,0,0,4,0,0,2,0,4,0,0,0,0,6,2,11,10,0,0
benign,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0
malware,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,2,12,0,0
malware,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
malware,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malware,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,5,0,0
benign,0,0,0,1,0,4,0,11,0,4,0,0,0,0,2,0,6,1,3,0,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
malware,0,0,1,1,7,13,0,1,0,0,1,9,2,0,0,0,0,0,1,4,4,0,1,0,1,1,0,0,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
malware,1,1,2,10,4,0,0,8,1,7,3,34,8,0,2,2,0,5,9,2,10,2,0,2,0,19,1,2,1,0,3,3,1,0,4,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,2
malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,11,2,42,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,17,5,9,19,14,0
malware,1,1,131,24,31,2,1,0,5,7,15,69,22,2,7,5,2,5,0,14,8,5,7,4,8,6,1,5,1,0,4,2,3,1,5,0,3,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,3,0,9,6,5,2,38,0,3,0,0,0,7,3,2,0,4,9,12,1,2,11,0,3,0,5,0,0,4,0,0,0,1,8,6,0,1,9,10,2,5,2,1,0
malware,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malware,1,2,2,14,2,0,0,0,1,3,0,0,0,0,4,1,4,0,1,0,1,1,0,1,0,0,2,2,3,0,1,3,0,0,7,0,1,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
malware,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malware,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,1,2,29,1,77,0,0,0,0,6,2,0,0,0,0,80,17,0,0,2,0,19,0,0,0,2,3,0,1,0,0,1,1,10,5,5,13,16,14,22,25,0
benign,0,0,0,0,1,28,1,19,0,0,0,0,1,1,0,0,0,0,24,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4,0,2,2,2,4,7,18,0,17,25
benign,0,0,0,2,0,3,0,15,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,5,3,16,3,0
benign,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,1,0,0
benign,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
malware,1,1,1,9,8,0,1,1,0,5,1,0,7,0,4,2,1,1,8,1,3,2,1,3,0,12,0,1,0,0,2,3,1,2,8,0,0,0,4,0,0,0,0,0,0
benign,0,0,0,0,1,4,0,24,0,0,0,0,0,0,0,0,0,0,8,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,19,13,0,11
malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,15,0,5,0,0,0,4,1,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,2,0
malware,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,2,0,1,1,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
malware,1,1,149,27,42,3,0,1,4,8,16,78,22,3,9,5,9,6,0,9,10,5,9,4,8,6,0,6,0,0,2,3,3,2,3,0,3,0,0,1,0,0,0,0,0
benign,0,0,0,0,0,10,2,91,0,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,5,0,1,7,5,11,22,26,0
malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benign,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
benign,0,0,0,0,0,2,0,10,0,0,0,0,4,10,0,0,0,0,4,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,3,1,3,1,2,0,0,4,0,0,0
benign,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5,0,0,1
benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malware,5,2,15,2,2,4,3,0,4,2,5,0,2,1,1,0,0,0,3,5,1,0,0,0,0,12,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0
malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malware,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
