no,class,entropy
408,malware,4.986411571955072
409,malware,6.008467444313698
410,malware,5.399747756405876
411,malware,4.881119619227432
412,malware,5.559381761980009
413,malware,5.5095997038605224
414,malware,5.12189199963837
415,malware,5.550149429878592
416,malware,5.5717283200602115
417,malware,6.005366649119446
418,malware,5.699727248389098
419,malware,4.718712753865141
420,malware,5.813883180572055
421,malware,6.0267513048156705
422,malware,5.335679939011291
423,malware,4.684778279791403
424,malware,5.172091077082349
425,malware,5.233545475782909
426,malware,4.708152152246139
427,malware,5.923896482707742
428,malware,6.091999606177884
429,malware,6.081358038168314
430,malware,5.058930203554309
431,malware,5.022174290494169
432,malware,5.901623778809052
433,malware,4.953570672016803
434,malware,5.697747446748196
435,malware,5.269523062832144
436,malware,5.208161503836073
437,malware,5.362903892666551
438,malware,5.5243560429414496
439,malware,5.6580162033970165
440,malware,5.3472706461711725
441,malware,5.24080037395083
442,malware,6.076235919638174
443,malware,6.054878784213687
444,malware,4.905771759880621
445,malware,5.190278251339302
446,malware,6.056468770995324
447,malware,6.055659711842837
448,malware,5.603262402257207
449,malware,4.930726972175763
450,malware,5.639099564403945
451,malware,4.831131412140748
452,malware,5.389774751849393
453,malware,5.239259784107158
454,malware,6.007146077536703
455,malware,6.027008431438379
456,malware,5.21446766137576
457,malware,6.121081879713686
458,malware,5.864271612240458
459,malware,5.236878185137638
460,malware,5.842357454490303
461,malware,5.239567447377752
462,malware,5.219908391026967
463,malware,4.253774126242056
464,malware,4.249933254594074
465,malware,4.8839522546855445
466,malware,5.194729665169059
467,malware,5.616073185124567
468,malware,4.558051076544457
469,malware,5.713228467366877
470,malware,5.6452812885417885
471,malware,6.0752700217233375
472,malware,5.141420859555066
473,malware,4.752073223092774
474,malware,5.682957149959251
475,malware,5.647738351440005
476,malware,5.941829711295748
477,malware,5.699061488203845
478,malware,6.0128054285713475
479,malware,5.742900334866314
480,malware,4.8424111205996185
481,malware,4.1713846529325505
482,malware,5.852802266007806
483,malware,5.249181265696197
484,malware,5.655690722106163
485,malware,5.985762789034899
486,malware,6.015311955861533
487,malware,5.426287255482274
488,malware,5.519071574296408
489,malware,3.607776906683912
490,malware,5.7936334644926255
491,malware,5.661041463706351
492,malware,5.016042165537886
493,malware,5.8386869881299654
494,malware,6.010260721112314
495,malware,4.8922185441008095
496,malware,5.605880826946245
497,malware,5.502890549447587
498,malware,5.054275313331562
499,malware,5.204679977813806
500,benign,4.928469961478708
501,benign,4.217721442653939
502,benign,4.8158798442655035
503,benign,5.118527289929075
504,benign,4.185240331015205
505,benign,4.817149735963873
506,benign,4.8437662946559765
507,benign,4.889648441168726
508,benign,4.200267550391243
509,benign,4.991181248910341
510,benign,5.100676937130436
511,benign,5.056011802580894
512,benign,4.881724124219024
513,benign,4.860318979212808
514,benign,5.022438916553571
515,benign,4.9030658269060625
516,benign,5.461097809475568
517,benign,4.972770487448727
518,benign,4.557717342007129
519,benign,5.005508791869895
520,benign,4.811963965988395
521,benign,4.9815918319815395
522,benign,5.7750184613959545
523,benign,4.300847407587498
524,benign,4.807943662266997
525,benign,5.001296039377342
526,benign,5.129889827909385
527,benign,5.497212213142898
528,benign,5.900273560763733
529,benign,4.961911732955105
530,benign,5.218799212212512
531,benign,4.5291921357484926
532,benign,5.135616012902355
533,benign,4.492555468747626
534,benign,4.776566294478518
535,benign,5.041246371095437
536,benign,4.7025059408889085
537,benign,6.002792717383652
538,benign,4.968519164019694
539,benign,5.026277881116516
540,benign,4.926890674841343
541,benign,4.69386174373313
542,benign,4.475400760765756
543,benign,4.65218313020779
544,benign,4.882248026526079
545,benign,4.758718089000023
546,benign,5.049276363388397
547,benign,4.66145899970345
548,benign,5.160962024148413
549,benign,4.771516824481423
550,benign,4.619833231242133
551,benign,4.8075505671348315
552,benign,4.862641362583919
553,benign,4.472146591252319
554,benign,5.223976417567879
555,benign,4.629756053746392
556,benign,5.0159436674021185
557,benign,4.879128835888314
558,benign,4.986610938037837
559,benign,5.867420432992614
560,benign,4.91721282612123
561,benign,4.235816848609172
562,benign,4.202284107015855
563,benign,5.143635671841271
564,benign,4.614173471021978
565,benign,5.014131842902939
566,benign,4.44790549216839
567,benign,4.950160177958943
568,benign,5.130233194146043
569,benign,5.0761062658641
570,benign,5.633988934224657
571,benign,4.862210960024074
572,benign,4.866877961965787
573,benign,4.958589397194697
574,benign,4.835101114629645
575,benign,4.898699348413234
576,benign,5.298047579853275
577,benign,5.103790198871161
578,benign,4.958392331184781
579,benign,4.654183100066228
580,benign,5.360183908470544
581,benign,5.031754188484669
582,benign,5.781613505826274
583,benign,4.61792275395472
584,benign,5.005094103766656
585,benign,5.0146001093021395
586,benign,5.403687856834847
587,benign,5.656882248975323
588,benign,4.939132996030896
589,benign,4.990492311246344
590,benign,4.812325786028272
591,benign,4.60622333660448
592,benign,5.612682521026125
593,benign,4.8793301357239995
594,benign,4.734297426021865
595,benign,5.028211105513305
596,benign,4.67462517534979
597,benign,4.914607774134366
598,benign,4.729448073771013
599,benign,4.84275030135673
600,benign,5.149478789124402
601,benign,5.050117571452625
602,benign,5.3709864407223105
603,benign,4.8634585457276565
604,benign,4.705174026658329
605,benign,4.528188039134395
606,benign,4.929466850304751
607,benign,5.172151683296605
608,benign,4.9172899965196155
609,benign,4.745577764106533
610,benign,4.9526704394280285
611,benign,4.2313666512123085
612,benign,4.528543559490417
613,benign,5.649767717894883
614,benign,4.784894439833734
615,benign,4.855748530953821
616,benign,4.872568563923389
617,benign,4.982951932349136
618,benign,4.60844020580361
619,benign,4.748355396459149
620,benign,5.364027602633319
621,benign,4.906215654930993
622,benign,5.1202147300289695
623,benign,5.029144120767941
624,benign,5.0032326744201265
625,benign,4.20902726483062
626,benign,5.057228223096553
627,benign,5.0010587251454055
628,benign,5.046560146496301
629,benign,5.241370217557521
630,benign,5.105657387327714
631,benign,4.86519122639333
632,benign,5.099772483274793
633,benign,5.2210582191502635
634,benign,4.784550549576386
635,benign,4.78002835298138
636,benign,4.648216097661135
637,benign,4.746126910296838
638,benign,4.960607736732231
639,benign,4.155086782545933
640,benign,4.4395862745018615
641,benign,4.181882008656983
642,benign,4.222670177902964
643,benign,5.230249900337834
644,benign,4.945070471972942
645,benign,4.515470807375968
646,benign,5.7204409150810145
647,benign,5.043764863820243
648,benign,4.449066287937599
649,benign,4.969110841070349
650,benign,5.218895360595217
651,benign,5.186186336997348
652,benign,5.12002535511804
653,benign,4.773175019469062
654,benign,5.505737736580446
655,benign,4.901855635494862
656,benign,5.214265751315662
657,benign,5.106936474811611
658,benign,4.241219496483738
659,benign,4.989903095611256
660,benign,5.135893101073329
661,benign,4.632258514998792
662,benign,4.890701758070547
663,benign,4.263852334840277
664,benign,5.393516663454988
665,benign,4.593223192864127
666,benign,4.613180654473021
667,benign,4.871206104961931
668,benign,4.594159013743285
669,benign,4.971317021104624
670,benign,5.442687121283523
671,benign,4.704223296205093
672,benign,5.010055893987196
673,benign,5.572202409175794
674,benign,5.095743002729798
675,benign,5.63692961861738
676,benign,4.6231251928140304
677,benign,5.093763161658804
678,benign,5.029105674143271
679,benign,4.211336425942265
680,benign,4.9678538555668235
681,benign,5.424941379832963
682,benign,5.183345907281749
683,benign,4.4688795367408805
684,benign,4.501469144908685
685,benign,4.770590397017432
686,benign,4.2926545773965366
687,benign,5.41159586794041
688,benign,5.167672818856543
689,benign,5.662658581138618
690,benign,5.3956105866538575
691,benign,5.277434194682186
692,benign,4.981855349771123
693,benign,4.681817587951849
694,benign,5.847758022416111
695,benign,4.557525342096344
696,benign,4.848057378915199
697,benign,4.744288075685907
698,benign,5.03281890296344
699,benign,4.894625270392995
700,benign,4.224996042846259
701,benign,5.09875217117135
702,benign,5.715895577994128
703,benign,4.968977291872203
704,benign,4.193207334956292
705,benign,4.9023022919908525
706,benign,4.792075898826608
707,benign,4.5585882717664665
708,benign,5.08691990214707
709,benign,5.458059020665709
710,benign,4.470782162453372
711,benign,4.941159212502785
712,benign,4.7897136279664725
713,benign,5.041810306132646
714,benign,4.240517570256116
715,benign,5.020138188119469
716,benign,5.760918599714636
717,benign,5.326430384001438
718,benign,4.193772486790422
719,benign,5.186126953886323
720,benign,4.708090191496699
721,benign,4.774694030827502
722,benign,5.725830295545782
723,benign,4.941289790231504
724,benign,4.6848424929423285
725,benign,4.818628326835184
726,benign,5.8882108490742215
727,benign,3.6018984017041364
728,benign,4.996519026928548
729,benign,4.935071057499249
730,benign,4.8251004713523455
731,benign,5.056227083775339
732,benign,5.128169642267762
733,benign,4.9344528410687305
734,benign,4.1705702321231835
735,benign,5.058148340395799
736,benign,4.214730986873113
737,benign,5.105976049820775
738,benign,4.928065080181764
739,benign,5.831235228032465
740,benign,5.045416341532977
741,benign,4.782526194162146
742,benign,4.919850702382351
743,benign,4.594306540654123
744,benign,5.114292214426629
745,benign,5.097272202577375
746,benign,5.096045510653434
747,benign,4.15254373503344
748,benign,4.391542073346775
749,benign,5.1958045552973475
750,benign,5.170630074479193
751,benign,4.194339588581379
752,benign,4.837319685588869
753,benign,4.744472847000606
754,benign,5.535617636977583
755,benign,3.861725168642122
756,benign,4.785157105730809
757,benign,6.1430449822604904
758,benign,4.716565516875815
759,benign,5.074902207101614
760,benign,4.604437092996082
761,benign,4.148164042211814
762,benign,5.113411899890788
763,benign,5.018872011171595
764,benign,5.386079251364813
765,benign,4.828654687328352
766,benign,4.6183011145791575
767,benign,4.706216015583789
768,benign,4.545920437605059
769,benign,4.401984261530029
770,benign,4.739716273190831
771,benign,4.898168459785144
772,benign,4.9923677049536
773,benign,4.784959794958508
774,benign,5.0139397244654305
775,benign,4.768065205187731
776,benign,5.032900621778191
777,benign,4.626592584795636
778,benign,5.122165755183413
779,benign,4.964514122774608
780,benign,4.746451545002019
781,benign,4.987816830541919
782,benign,4.515880668579415
783,benign,4.947758471283773
784,benign,4.738977387376193
785,benign,4.849512224243796
786,benign,4.754914979056676
787,benign,4.988112268733957
788,benign,4.798404701729746
789,benign,4.563672890876772
790,benign,5.5095178819380575
791,benign,5.276691119319159
792,benign,4.789001275991423
793,benign,4.519494336539877
794,benign,4.837094605122558
795,benign,5.621561363320129
796,benign,4.8224675414886455
797,benign,5.015239912997234
798,benign,4.710000442765162
799,benign,5.509416246903312
800,benign,4.216296817296963
801,benign,4.8450514998150735
802,benign,5.39416112412009
803,benign,4.217090348469013
804,benign,4.737048784518393
805,benign,4.208482934481231
806,benign,4.697709777898513
807,benign,5.0242042133038
808,benign,5.060914324702179
809,benign,4.760386738855105
810,benign,4.833152838772879
811,benign,5.9079507192446385
812,benign,4.638196552309689
813,benign,5.20702673015773
814,benign,5.443152487936934
815,benign,4.2135696897164125
816,benign,4.9121754723391655
817,benign,5.0062503396011815
818,benign,4.194336645120217
819,benign,4.589162754020294
820,benign,5.372887347335227
821,benign,5.005548432718186
822,benign,4.8819620958776415
823,benign,5.094811100332723
824,benign,5.032268468679888
825,benign,5.95488837628557
826,benign,4.534879771389476
827,benign,4.578228887035838
828,benign,5.042894473254355
829,benign,4.799599357851041
830,benign,5.53878119902753
831,benign,5.160570111449658
832,benign,5.073673834683604
833,benign,5.024559882280441
834,benign,4.887374207677088
835,benign,4.262359582698685
836,benign,4.538649297608263
837,benign,4.57949205149692
838,benign,4.845650131684421
839,benign,5.0621422360634
840,benign,4.6479282824427335
841,benign,5.434060982708312
842,benign,5.15876787355611
843,benign,4.2156131310814455
844,benign,5.322332390520599
845,benign,4.943610413439084
846,benign,5.107154673166343
847,benign,4.825123765799051
848,benign,4.945491493152944
849,benign,4.698922285826658
850,benign,4.263049786663448
851,benign,4.6791696624459265
852,benign,4.554533939102048
853,benign,5.1006516703737725
854,benign,5.018945265038505
855,benign,4.925880076781463
856,benign,4.582455180702531
857,benign,4.739225989094728
858,benign,4.779464847970999
859,benign,5.030374775538631
860,benign,5.4082712667124
861,benign,4.843435588007453
862,benign,4.905365391549275
863,benign,4.827241927334821
864,benign,4.685742562938459
865,benign,4.96698663043144
866,benign,4.217733810402251
867,benign,4.700359535245292
868,benign,5.093882623362634
869,benign,4.202653159474401
870,benign,5.089987955100182
871,benign,4.958535733017764
872,benign,4.887361263424727
873,benign,4.742544908881962
874,benign,4.943868509589505
875,benign,5.0201909189470095
876,benign,4.832414272967968
877,benign,5.116865460107822
878,benign,4.798457976330599
879,benign,5.115981002228279
880,benign,4.877791850202211
881,benign,4.918073725684431
882,benign,5.446004269838295
883,benign,4.529263866450271
884,benign,4.697655576808765
885,benign,5.099142427915843
886,benign,4.830876426293272
887,benign,4.981589831667131
888,benign,4.537462851830447
889,benign,4.26834136967246
890,benign,4.921279174584445
891,benign,4.864721478853437
892,benign,5.062826196367297
893,benign,5.004517119663687
894,benign,4.89612707749786
895,benign,4.201030467218988
896,benign,4.122229077377456
897,benign,4.731875347702064
898,benign,5.148905289741474
899,benign,5.4251849048193375
900,benign,4.876863746288546
901,benign,4.830386058418742
902,benign,5.579378576847409
903,benign,4.749382825956832
904,benign,4.793796137265116
905,benign,5.26891428665829
906,benign,5.073911424335727
907,benign,4.813608550695801
908,benign,4.4659894499654955
909,benign,4.967743748352027
910,benign,4.582140461330172
911,benign,5.51799597928071
912,benign,4.827066331873815
913,benign,4.967420168768912
914,benign,4.571267857562357
915,benign,4.83877029120388
916,benign,5.052986331971032
917,benign,4.652537561089386
918,benign,4.757267040852089
919,benign,4.942573479915832
920,benign,5.265995947326201
921,benign,4.7789211439579455
922,benign,4.483922722465778
923,benign,4.336279150141016
924,benign,4.813813616096868
925,benign,5.108530715705142
926,benign,4.814624144102513
927,benign,4.908076800018374
928,benign,5.029216517725819
929,benign,5.153340765007087
930,benign,5.010907568108913
931,benign,4.5660702832037225
932,benign,5.882515333584422
933,benign,4.903318759141977
934,benign,5.075334021981918
935,benign,4.786730245829139
936,benign,5.109314464657909
937,benign,4.516747444582397
938,benign,4.973297613491209
939,benign,5.034999555155534
940,benign,4.994473181107998
941,benign,4.643976024940458
942,benign,5.111539716076508
943,benign,4.788898124275343
944,benign,4.7708385077880395
945,benign,4.768828941419559
946,benign,4.975194430335041
947,benign,5.208741567453649
948,benign,4.423509002225568
949,benign,5.129335320355974
950,benign,4.203926487263044
951,benign,5.093721580081207
952,benign,5.133484099625103
953,benign,4.761352970389585
954,benign,5.041029053652047
955,benign,4.232000636350405
956,benign,4.239864206937262
957,benign,4.919800600537279
958,benign,5.030369345370686
959,benign,4.956592052303028
960,benign,4.641321003976889
961,benign,4.967373650560502
962,benign,5.0255144388728885
963,benign,5.036583045136247
964,benign,5.114972303921848
965,benign,5.301124292804956
966,benign,5.127428452693197
967,benign,4.4772677780902095
968,benign,4.9782292127408825
969,benign,5.034610064505325
970,benign,5.054227494118726
971,benign,4.237626739923118
972,benign,4.599847673995161
973,benign,5.381653614898993
974,benign,4.880503667571354
975,benign,4.6903010605463376
976,benign,4.777143136706246
977,benign,4.972271113095141
978,benign,4.999195345697622
979,benign,4.836010377346081
980,benign,4.159472085088996
981,benign,4.894104366128446
982,benign,5.069872034739314
983,benign,4.367955821958657
984,benign,4.1694541679091355
985,benign,4.218166501935744
986,benign,5.028979127434983
987,benign,4.708173953048221
988,benign,4.899375098314637
989,benign,4.635150291020833
990,benign,5.444955714210996
991,benign,5.077601321652166
992,benign,4.822528905459065
993,benign,5.62422998420386
994,benign,4.781653862661651
995,benign,4.73920716319442
996,benign,5.120684369125799
997,benign,5.296368559147916
998,benign,5.025458998884117
999,benign,5.140431225827845
